event,time,tWick15,body15,bWick15,tWick14,body14,bWick14,tWick13,body13,bWick13,tWick12,body12,bWick12,tWick11,body11,bWick11,tWick10,body10,bWick10,tWick9,body9,bWick9,tWick8,body8,bWick8,tWick7,body7,bWick7,tWick6,body6,bWick6,tWick5,body5,bWick5,tWick4,body4,bWick4,tWick3,body3,bWick3,tWick2,body2,bWick2,tWick1,body1,bWick1,target,targetSimple,target1,target2
Durable Goods Orders,2023.02.27 16:30,2,3,14,12,-18,0,7,3,13,26,-3,1,14,-9,0,7,-2,15,6,-19,0,4,19,1,4,15,2,9,-53,2,13,11,1,0,16,5,0,16,7,1,-25,11,11,10,1,N,N,N,N
Harmonized Index of Consumer Prices,2023.03.01 16:00,3,-19,1,3,-7,1,5,11,11,6,10,5,9,-25,7,1,-2,15,2,31,0,1,-27,10,8,-10,3,9,8,7,0,-10,15,1,10,14,9,11,10,0,-32,26,3,7,5,N,N,N,N
ISM Manufacturing PMI,2023.03.01 18:00,0,-3,35,8,-12,5,4,13,5,4,34,1,20,-5,1,6,-43,6,0,-19,4,10,-10,1,10,0,11,0,-49,11,10,16,6,7,30,8,7,-5,6,7,-26,12,3,-8,3,D,D,D,D
ECB's President Lagarde speech,2023.03.02 10:55,7,-2,0,9,3,5,0,-11,8,1,17,2,9,12,2,13,-13,4,2,11,6,0,-7,10,8,3,3,5,17,2,14,-10,6,5,-12,4,10,2,3,0,4,9,25,3,0,N,N,N,N
Core Harmonized Index of Consumer Prices,2023.03.02 13:00,11,10,1,0,-10,1,2,-3,9,0,-18,3,0,-21,9,6,12,3,1,18,13,4,13,0,21,0,4,3,-2,9,3,18,5,3,2,4,5,38,0,4,16,3,14,-6,10,U,U,U,U
ISM Services PMI,2023.03.03 18:00,9,9,6,15,5,0,8,-10,6,10,6,4,6,1,13,9,-1,10,1,4,26,4,14,18,0,-37,11,7,0,6,10,22,11,13,6,1,0,15,10,7,-44,6,5,1,7,N,N,N,N
Retail Sales,2023.03.06 13:00,0,-18,4,6,17,0,1,-1,8,6,-2,1,0,-8,18,3,-13,1,10,2,7,3,2,14,1,2,13,2,-5,3,4,0,1,1,-12,4,6,-1,3,1,-4,1,1,-7,13,N,N,N,N
Fed's Chair Powell testifies,2023.03.07 18:00,18,-31,6,21,49,21,6,18,5,17,23,0,5,2,16,1,5,31,7,38,0,8,22,12,10,24,10,1,-22,18,29,2,9,6,-4,20,21,-7,7,19,-7,5,5,-15,39,U,U,U,U
Retail Sales,2023.03.08 10:00,0,-21,5,0,-9,15,0,-9,6,3,5,10,3,3,5,9,12,19,0,-27,3,2,7,5,4,-11,4,1,-23,7,1,25,4,14,0,0,1,9,16,6,4,3,1,36,0,N,N,N,N
ECB's President Lagarde speech,2023.03.08 13:00,9,-5,8,0,4,4,0,-13,10,1,-6,9,0,-8,1,4,-11,1,5,5,0,3,20,0,8,-5,3,0,4,12,10,-6,0,6,10,1,5,16,0,7,16,0,0,-30,2,N,N,N,N
ADP Employment Change,2023.03.08 16:15,7,17,0,3,-24,4,19,-6,1,13,0,2,4,-6,2,0,25,0,4,-1,7,17,7,0,2,-20,2,17,1,0,6,-4,1,5,-7,0,7,-1,4,5,9,2,7,-2,9,N,N,N,N
Fed's Chair Powell testifies,2023.03.08 18:00,17,-4,5,24,1,5,6,-11,5,22,21,0,13,-7,7,4,11,10,0,-6,21,1,-7,24,26,16,10,2,-29,5,1,71,0,17,-5,11,8,25,10,15,-2,10,10,13,7,N,N,N,N
Harmonized Index of Consumer Prices,2023.03.10 10:00,3,-18,1,3,29,5,7,-5,1,2,5,6,2,7,6,16,10,6,9,12,7,8,-41,1,7,-24,0,1,-45,1,0,7,3,20,-4,0,12,-3,6,21,-24,10,5,-16,20,D,D,D,D
Nonfarm Payrolls,2023.03.10 16:30,27,-27,0,37,6,10,3,51,6,1,-20,5,9,59,24,8,11,9,5,-3,53,8,90,1,0,-90,21,9,-31,19,16,47,9,20,40,21,3,42,15,11,-20,32,6,20,17,U|D|U,U,U|D|U,U|D|U
ECB's President Lagarde speech,2023.03.10 18:00,11,58,0,0,-34,10,3,-31,5,1,-23,8,6,1,0,0,-27,0,6,12,1,7,-8,18,0,-49,2,4,-13,15,0,-18,10,6,12,7,9,-7,2,4,-5,7,13,5,3,D,D,D,D
President Biden speech,2023.03.13 16:00,28,28,7,49,-8,7,14,60,1,33,38,1,13,17,17,0,-25,28,6,-64,20,1,52,20,0,-62,1,13,30,3,14,5,19,2,-20,15,14,-18,3,2,43,4,2,-7,19,D,D,D,D
Consumer Price Index ex Food & Energy,2023.03.14 15:30,5,10,5,0,-20,2,8,-2,7,1,3,11,18,6,0,11,161,328,28,28,34,19,-183,4,43,-79,16,80,-38,14,18,-87,56,0,98,0,69,52,4,37,18,36,45,-42,40,6D|2U,D,6D|2U,6D|2U
Retail Sales,2023.03.15 15:30,2,-40,5,9,27,7,24,-2,6,11,-10,5,27,-15,0,154,52,24,9,71,21,4,-4,62,10,-3,63,10,-1,56,0,-37,28,5,-100,8,2,52,32,41,4,26,4,-66,18,2U|D,U,2U|D,2U|D
ECB Main Refinancing Operations Rate,2023.03.16 16:15,8,21,0,17,6,4,4,-13,9,6,-10,10,33,2,6,179,-21,118,23,144,39,30,-128,16,9,41,21,0,-21,67,4,-66,1,0,-159,30,3,-182,5,55,-40,29,10,12,37,2U|4D,U,2U|4D,2U|4D
ECB Press Conference,2023.03.16 16:45,5,69,2,13,46,0,0,-23,19,32,2,39,22,-19,14,4,49,1,5,-11,23,2,-76,2,20,20,15,55,13,1,28,-19,14,5,52,7,0,154,14,6,123,4,15,-162,10,2U|D,U,2U|D,2U|D
Michigan Consumer Sentiment Index,2023.03.17 17:00,8,17,2,0,-29,10,0,17,8,10,-5,9,5,-5,6,5,162,0,24,-45,6,10,8,15,28,10,9,3,-40,0,15,-3,2,13,-4,13,0,11,22,7,13,4,8,-1,21,U,U,U,U
ECB's President Lagarde speech,2023.03.20 17:00,6,15,11,9,19,0,19,15,2,3,2,15,6,-4,6,9,50,11,1,-35,13,3,-25,3,10,10,2,4,5,14,0,-28,1,1,-9,11,0,-30,0,0,22,14,5,8,7,N,N,N,N
ECB's President Lagarde speech,2023.03.20 19:00,4,4,13,3,-19,6,6,5,12,11,17,0,3,1,15,11,-6,3,12,-2,2,5,1,7,5,31,0,4,-2,12,0,3,9,1,-10,5,6,-8,2,1,-20,7,3,-18,6,N,N,N,N
ECB's President Lagarde speech,2023.03.21 15:30,4,-6,4,1,5,9,1,-13,1,2,-12,3,5,26,3,8,1,10,16,-16,0,4,4,10,7,9,10,6,-4,9,9,1,2,0,19,1,4,2,3,4,6,0,4,-3,1,N,N,N,N
ECB's President Lagarde speech,2023.03.22 11:45,0,44,0,1,-16,5,1,-12,14,2,34,0,7,-12,3,11,2,18,8,-5,1,1,-10,5,13,8,1,14,3,4,1,-11,11,6,10,2,7,5,6,0,-31,0,10,30,2,N,N,N,N
FOMC Economic Projections,2023.03.22 21:00,13,7,5,0,10,9,3,-20,1,11,-21,3,22,17,0,114,410,0,74,-3,50,0,-70,25,2,125,4,0,144,6,46,5,9,43,-59,0,47,-51,16,23,23,20,16,-59,46,6U|D,U,6U|D,6U|D
FOMC Press Conference,2023.03.22 21:30,6,46,2,13,1,29,24,23,0,16,-9,3,2,-25,9,22,-45,0,28,39,24,29,-73,3,54,4,14,11,48,11,0,-39,35,25,89,85,16,119,46,57,-1,15,2,-45,10,D|U,D,D|U,D|U
HCOB Composite PMI,2023.03.24 11:30,2,-51,14,27,14,9,12,0,29,17,23,5,5,19,23,4,45,22,6,6,10,21,16,3,5,-36,16,21,-48,0,16,40,3,11,7,11,17,7,8,4,-52,0,0,-33,17,N,N,N,N
HCOB Composite PMI,2023.03.24 12:00,5,-3,20,21,11,10,0,44,16,5,6,7,0,-10,14,1,-40,1,5,-4,15,2,-17,0,17,7,4,2,47,6,5,32,4,5,11,9,11,-8,6,0,-6,27,1,31,2,N,N,N,N
Durable Goods Orders,2023.03.24 15:30,18,11,13,4,0,15,5,14,9,0,-9,4,8,1,3,6,40,0,1,-4,14,8,-23,6,4,24,0,5,-15,4,9,51,1,4,20,4,6,35,3,10,-8,16,5,-41,0,U,U,U,U
ECB's President Lagarde speech,2023.03.28 16:15,0,-23,0,17,-1,1,2,-16,1,0,-2,9,3,24,1,15,0,3,15,-9,0,11,7,0,6,12,2,6,-1,2,3,11,6,1,-26,7,0,-46,0,10,18,0,18,-3,12,N,N,N,N
Harmonized Index of Consumer Prices,2023.03.30 15:00,1,0,6,2,1,4,2,0,8,6,-1,2,1,2,8,0,98,1,0,-6,19,0,-20,11,0,8,13,3,9,1,4,-19,0,10,23,0,4,22,1,2,-4,19,0,-6,13,U,U,U,U
Gross Domestic Product Annualized,2023.03.30 15:30,3,34,1,0,21,1,2,-18,0,4,-8,5,4,-8,3,6,25,30,1,25,8,8,-11,7,0,33,16,18,10,7,0,17,13,40,-2,0,13,-1,25,6,56,8,10,-9,10,U,U,U,U
Retail Sales,2023.03.31 09:00,0,-14,1,0,9,1,1,-2,3,1,-18,0,4,4,3,5,23,5,0,-24,1,7,9,0,0,-26,2,9,5,0,0,-19,5,6,-9,6,0,-27,6,3,18,1,2,3,13,N,N,N,N
Core Harmonized Index of Consumer Prices,2023.03.31 12:00,1,46,2,5,8,25,2,27,17,10,3,20,1,-12,9,0,-71,5,0,-15,42,0,-35,0,17,3,17,20,23,13,16,14,2,3,-36,14,2,18,17,23,3,3,10,7,9,D,D,D,D
ISM Manufacturing PMI,2023.04.03 17:00,8,-12,3,0,-29,0,6,15,19,18,14,0,1,4,16,48,128,0,26,-9,29,39,-38,0,1,-4,37,21,-10,19,16,-31,5,2,19,11,0,40,15,9,-46,0,19,19,3,U|D,U,U|D,U|D
ADP Employment Change,2023.04.05 15:15,5,16,4,0,-12,0,3,-4,0,2,2,8,15,8,0,111,55,5,32,1,23,2,-8,30,15,24,1,12,27,0,6,36,7,21,-10,25,21,5,10,12,-6,6,3,16,30,2U,U,2U,2U
ISM Services PMI,2023.04.05 17:00,2,-56,5,11,8,10,9,-3,1,8,0,6,2,-15,6,57,136,0,59,13,0,62,1,0,0,-41,6,9,-70,1,44,-57,0,14,-33,0,16,4,6,19,5,2,20,-47,3,2U|D,U,2U|D,2U|D
Nonfarm Payrolls,2023.04.07 15:30,0,-19,4,2,-18,0,0,6,2,4,6,3,15,-8,3,10,-33,212,32,-24,0,22,-12,23,0,-89,15,16,-97,0,29,-33,1,48,0,3,0,-32,37,29,21,3,2,45,21,4D,D,4D,4D
Retail Sales,2023.04.11 12:00,5,4,3,8,-10,0,3,1,2,14,-6,0,7,7,0,11,14,6,2,18,5,3,-13,1,4,27,1,20,-1,0,5,1,7,0,4,7,8,3,1,0,-5,11,0,5,12,N,N,N,N
Consumer Price Index ex Food & Energy,2023.04.12 15:30,0,5,14,0,-10,2,0,7,6,8,-7,2,8,-9,7,10,446,0,15,120,1,6,48,21,4,-59,47,0,62,13,48,0,1,12,-13,21,19,-2,10,11,-59,1,4,-16,20,6U|D,U,6U|D,6U|D
FOMC Minutes,2023.04.12 21:00,0,-11,1,0,-5,2,2,5,0,1,5,0,6,-11,0,27,16,2,3,14,5,11,-7,6,7,1,15,9,6,0,9,-2,12,0,19,0,0,11,2,5,-3,4,2,-9,3,N,N,N,N
Harmonized Index of Consumer Prices,2023.04.13 09:00,0,-11,1,0,1,5,5,-1,1,0,-13,3,0,-6,9,4,15,3,6,-4,4,9,-13,0,2,17,7,0,-9,0,4,-1,2,3,0,2,3,2,5,3,-7,4,10,0,8,N,N,N,N
Retail Sales,2023.04.14 15:30,7,-3,6,0,10,10,0,-16,1,1,17,0,0,-31,0,171,-101,0,11,52,7,2,-74,5,0,-69,6,5,-79,1,3,56,17,3,43,20,15,-8,30,2,63,16,11,-27,1,U|D|U,U,U|D|U,U|D|U
Michigan Consumer Sentiment Index,2023.04.14 17:00,0,-20,12,0,29,0,7,6,0,10,10,1,6,-10,10,0,-202,38,14,57,0,25,34,0,4,-22,7,22,12,2,5,-67,2,21,-6,15,13,-20,11,0,-13,44,0,7,37,2D|U|D,D,2D|U|D,2D|U|D
ECB's President Lagarde speech,2023.04.17 20:00,2,5,2,10,1,0,2,-7,7,2,0,3,1,-10,0,8,10,1,6,2,3,0,35,0,6,2,1,2,8,2,5,1,1,1,12,0,4,2,3,3,9,1,2,0,4,N,N,N,N
ECB's President Lagarde speech,2023.04.20 15:00,0,-15,2,4,23,4,3,-19,4,1,-14,8,0,-14,10,0,-11,14,7,-5,5,7,1,5,2,4,1,9,-4,2,6,8,0,0,-11,8,3,3,8,3,-5,4,0,-90,0,D,D,D,D
HCOB Composite PMI,2023.04.21 10:30,0,-28,1,2,22,5,3,-18,2,4,15,0,0,-13,6,41,18,30,5,16,13,14,-5,9,7,5,8,4,29,16,0,-24,11,8,-2,3,2,-18,8,0,-21,11,2,14,8,N,N,N,N
HCOB Composite PMI,2023.04.21 11:00,11,22,0,24,-9,10,9,12,10,16,1,6,8,5,5,6,8,4,4,38,4,13,24,6,10,21,0,22,3,0,1,21,13,28,9,0,6,24,13,7,7,5,8,-33,1,U,U,U,U
Durable Goods Orders,2023.04.26 15:30,2,19,6,4,-5,6,11,20,7,10,12,0,5,17,0,1,-54,71,0,2,21,5,55,1,5,6,19,10,9,0,8,-17,1,4,-2,14,0,-23,10,18,9,1,9,-5,4,D,D,D,D
Gross Domestic Product Annualized,2023.04.27 15:30,10,0,7,3,18,0,4,-12,0,3,21,0,9,-8,0,111,-177,21,39,22,33,4,36,39,32,-46,0,14,-131,5,5,11,45,0,-38,14,32,8,11,5,53,7,18,-27,5,3D,D,3D,3D
Gross Domestic Product,2023.04.28 11:00,24,4,2,3,0,12,7,-6,13,1,32,0,4,17,3,13,-61,5,0,-56,3,5,-77,0,7,3,26,6,-17,19,6,-7,35,12,2,11,5,26,6,11,2,3,4,9,10,2D,D,2D,2D
Gross Domestic Product s.a.,2023.04.28 12:00,0,15,2,4,-1,6,8,45,0,6,3,12,0,35,0,1,-51,0,7,-7,1,10,-11,9,1,24,10,8,31,0,7,-24,2,4,20,19,8,-20,1,2,-24,0,10,-11,1,N,N,N,N
Harmonized Index of Consumer Prices,2023.04.28 15:00,0,-17,1,8,16,1,0,-16,13,6,-8,1,7,-4,14,5,30,0,1,11,1,3,12,0,2,23,0,0,23,8,9,-8,1,0,-24,10,2,10,0,2,-7,2,6,4,0,U,U,U,U
ISM Manufacturing PMI,2023.05.01 17:00,0,-27,0,2,10,4,4,18,0,13,-1,4,1,-30,8,0,-88,101,0,-46,50,5,12,34,12,-22,38,5,-21,23,0,-15,39,4,-21,24,0,9,31,11,4,20,11,4,14,2D,D,2D,2D
Retail Sales,2023.05.02 09:00,2,-5,6,2,0,5,1,-8,1,2,7,0,2,-18,1,8,5,4,7,-5,4,1,17,0,2,3,16,5,6,10,12,2,9,0,32,2,7,8,0,10,2,0,1,-4,6,N,N,N,N
ECB Bank Lending Survey,2023.05.02 11:00,4,-12,0,0,-25,0,6,-13,17,0,16,10,11,2,3,8,-65,43,0,-87,15,9,3,23,36,6,2,12,11,13,3,1,16,6,-31,0,23,-9,0,3,-12,27,0,-30,0,2D,D,2D,2D
Core Harmonized Index of Consumer Prices,2023.05.02 12:00,11,-4,8,5,10,0,5,-34,1,3,-17,12,11,-11,0,33,24,18,9,-4,9,0,41,4,21,21,2,4,-29,1,5,5,4,5,-47,0,6,-4,2,3,30,1,1,-12,1,N,N,N,N
ADP Employment Change,2023.05.03 15:15,1,7,0,3,-2,1,0,-7,3,3,0,5,4,-9,0,5,-84,112,32,0,37,25,15,5,7,-3,16,4,45,0,8,-8,12,5,3,28,0,-22,9,0,-16,22,11,-7,3,D,D,D,D
ISM Services PMI,2023.05.03 17:00,13,-1,0,1,21,0,4,-1,3,0,-33,0,1,-20,16,66,37,0,14,0,13,6,20,5,5,56,1,14,16,0,2,-35,5,22,0,1,5,-20,7,5,7,12,6,24,13,U,U,U,U
Fed Interest Rate Decision,2023.05.03 21:00,9,9,2,6,-21,0,5,25,0,2,8,6,14,-26,2,147,209,24,51,60,81,17,132,0,3,-142,1,12,-18,61,2,14,69,31,-47,8,14,62,6,0,-135,6,34,-2,11,5U|2D,U,5U|2D,5U|2D
FOMC Press Conference,2023.05.03 21:30,22,1,16,0,-19,20,9,11,2,5,12,19,1,-5,10,12,-13,10,6,-64,0,0,-19,43,33,33,1,3,-100,29,0,25,95,15,18,19,8,-50,55,96,0,31,72,27,19,2D,D,2D,2D
ECB Main Refinancing Operations Rate,2023.05.04 15:15,0,16,11,4,11,9,7,29,0,22,9,6,0,-36,19,75,-34,87,10,-218,0,45,-12,37,41,26,14,22,66,17,11,-21,24,0,-85,12,30,-23,44,11,-5,28,32,26,8,3D|U|D,D,3D|U|D,3D|U|D
ECB Press Conference,2023.05.04 15:45,9,16,20,7,8,19,18,9,8,9,1,15,3,46,16,7,-60,4,0,-17,51,25,48,11,3,-31,29,2,20,36,12,10,7,5,-12,2,18,-4,37,0,-51,4,15,-66,27,2D,D,2D,2D
Retail Sales,2023.05.05 12:00,3,-23,0,1,-16,7,6,-9,6,2,4,15,0,14,8,1,-21,4,8,-12,0,2,-4,3,4,-11,3,0,3,5,1,-13,4,3,10,3,0,11,2,2,3,7,3,9,0,N,N,N,N
Nonfarm Payrolls,2023.05.05 15:30,6,3,7,1,-9,9,4,-26,1,1,-18,5,25,-8,0,0,-277,104,27,152,0,0,-48,56,41,26,2,32,-50,0,0,-53,13,14,-48,3,0,-20,27,35,-16,9,19,-37,0,3D|U|2D,D,3D|U|2D,3D|U|2D
Harmonized Index of Consumer Prices,2023.05.10 09:00,5,5,0,1,6,0,1,-5,0,0,-2,0,1,5,4,9,5,2,5,-1,5,6,2,0,4,9,0,0,-10,13,0,-25,4,3,11,0,3,2,3,1,-1,6,0,9,0,N,N,N,N
Consumer Price Index ex Food & Energy,2023.05.10 15:30,3,15,9,2,-18,1,2,7,2,10,-8,1,22,9,8,80,304,0,42,82,19,39,28,14,0,-65,16,29,-25,5,10,86,0,15,35,10,6,-28,1,16,-17,31,11,15,15,4U,U,4U,4U
ECB's President Lagarde speech,2023.05.11 15:00,5,-2,5,9,-9,4,0,23,2,6,13,0,7,6,0,7,-2,14,6,6,5,16,5,4,10,-9,0,1,-12,1,8,-16,0,5,8,1,0,-5,6,2,5,10,6,2,17,N,N,N,N
Michigan Consumer Sentiment Index,2023.05.12 17:00,4,-5,10,2,8,8,7,5,1,5,9,2,9,-15,0,0,-29,64,0,49,1,2,23,0,33,-5,4,8,-2,10,5,-7,2,7,-14,20,0,-34,1,14,10,10,0,-1,21,N,N,N,N
Gross Domestic Product s.a.,2023.05.16 12:00,0,-6,3,3,-2,2,4,-3,2,4,-2,4,3,10,0,1,13,20,3,-9,0,2,-10,0,12,13,2,1,35,0,5,41,4,2,14,5,14,22,0,2,-12,0,1,-11,1,U,U,U,U
Retail Sales,2023.05.16 15:30,1,-16,2,3,1,3,1,-30,0,4,-1,1,8,24,0,66,-66,27,0,-37,6,18,-2,31,25,29,3,3,-26,15,1,-8,21,0,-20,1,7,32,18,2,25,9,1,60,0,D,D,D,D
ECB's President Lagarde speech,2023.05.16 17:00,6,-29,0,4,-11,0,1,16,7,0,-17,6,0,-9,0,4,-11,1,11,-2,7,13,11,4,0,-22,4,0,-14,14,0,14,9,0,-52,6,1,1,18,1,-14,5,5,0,7,N,N,N,N
ECB's President Lagarde speech,2023.05.18 12:00,0,-24,3,3,6,7,2,27,2,3,3,12,4,1,9,2,-1,6,4,-5,5,1,-6,0,3,-3,7,3,0,4,0,15,2,4,1,1,0,0,10,8,6,1,2,13,1,N,N,N,N
Fed's Chair Powell speech,2023.05.19 18:00,9,0,1,2,-10,1,8,1,4,11,-6,0,6,-1,1,8,12,0,2,10,4,0,-16,5,0,-10,9,2,-6,1,4,-5,7,11,13,0,1,-12,9,1,-19,0,0,2,9,N,N,N,N
HCOB Composite PMI,2023.05.23 10:30,0,-33,0,12,-31,3,6,0,22,5,2,4,5,14,8,0,71,16,9,-8,2,1,48,0,5,9,15,14,21,7,13,-31,5,0,-26,7,10,32,0,7,-29,5,0,-24,20,U,U,U,U
HCOB Composite PMI,2023.05.23 11:00,36,-1,0,0,18,1,20,-1,11,4,2,12,1,17,12,13,-6,13,0,-39,1,4,-15,5,9,-41,5,5,21,15,17,5,10,4,-43,8,4,-20,4,18,16,0,0,48,2,D,D,D,D
ECB's President Lagarde speech,2023.05.24 20:45,4,6,7,1,6,5,2,10,7,0,-10,2,1,-9,0,8,-15,0,0,2,7,5,6,2,0,-7,3,2,2,2,5,-3,0,10,4,0,7,-12,4,8,-1,3,2,2,3,N,N,N,N
FOMC Minutes,2023.05.24 21:00,0,-15,0,0,-4,1,1,4,4,0,-3,2,7,-3,5,23,11,28,6,-22,2,19,-27,1,2,21,1,9,-11,7,3,31,0,1,5,12,11,4,2,6,-1,4,3,-5,3,N,N,N,N
Gross Domestic Product Annualized,2023.05.25 15:30,6,3,10,6,7,12,7,-8,1,2,-15,1,20,15,13,15,-58,1,3,-45,28,15,-19,12,37,7,4,22,-10,5,4,-18,18,12,-7,13,7,17,3,10,15,1,1,-32,7,D,D,D,D
Durable Goods Orders,2023.05.26 15:30,0,20,10,9,-5,0,10,10,0,0,-3,5,6,-4,7,15,-134,10,31,1,25,8,-37,27,2,55,3,16,-33,1,20,-45,2,13,9,24,37,-15,0,14,-4,29,23,4,16,D,D,D,D
Harmonized Index of Consumer Prices,2023.05.31 15:00,5,5,6,4,-8,2,1,9,3,3,-5,4,2,-4,8,6,14,1,3,-2,1,4,-14,0,0,26,2,2,13,0,1,-7,1,0,3,6,1,4,8,4,-2,0,0,-5,0,N,N,N,N
ECB's President Lagarde speech,2023.05.31 15:30,5,-2,0,3,-4,7,1,14,0,1,0,3,4,6,4,4,-5,7,3,1,3,8,-5,0,0,-12,6,2,9,7,0,17,1,0,-1,12,1,19,3,0,1,10,10,0,1,N,N,N,N
Retail Sales,2023.06.01 09:00,8,0,3,0,-21,0,1,7,2,4,-6,1,1,9,0,8,-7,2,0,-17,4,4,20,15,11,-1,3,6,-3,2,5,4,0,3,6,4,3,18,0,1,1,10,6,-1,2,N,N,N,N
Core Harmonized Index of Consumer Prices,2023.06.01 12:00,5,6,0,0,-3,10,1,12,6,3,-9,1,5,8,6,0,-40,2,5,13,2,5,9,11,0,32,2,12,-1,0,13,1,3,3,5,3,1,8,0,0,-11,3,4,18,4,N,N,N,N
ECB's President Lagarde speech,2023.06.01 12:30,3,-3,1,0,-18,3,1,7,1,1,3,1,5,9,0,2,10,1,1,-13,1,3,-1,16,0,17,13,6,5,2,9,2,0,5,0,6,0,5,0,0,-20,3,0,14,2,N,N,N,N
ADP Employment Change,2023.06.01 15:15,1,8,3,4,-11,0,1,-1,6,2,-11,2,8,5,4,51,-91,15,7,26,21,3,-10,33,25,24,0,10,30,2,0,-64,7,14,-2,9,12,13,19,4,-1,21,1,32,1,D,D,D,D
ISM Manufacturing PMI,2023.06.01 17:00,13,-5,1,8,-12,1,6,0,1,2,28,9,11,-11,13,64,60,0,40,-52,0,19,41,5,18,-13,2,2,-37,0,2,-33,13,2,-18,21,0,30,10,25,-15,15,1,5,29,U|D,U,U|D,U|D
Nonfarm Payrolls,2023.06.02 15:30,0,34,2,4,4,3,0,12,6,0,-8,7,14,-6,10,22,-74,194,27,-14,75,23,-70,33,12,54,30,23,69,2,0,27,33,0,8,47,0,19,44,27,21,2,10,-35,4,3D|U,D,3D|U,3D|U
ECB's President Lagarde speech,2023.06.05 16:00,4,0,5,1,12,1,1,17,2,6,3,6,3,-2,7,0,9,0,0,-6,3,1,24,2,0,-24,5,2,-4,10,7,8,0,3,-4,1,1,10,4,2,31,0,5,-1,5,N,N,N,N
ISM Services PMI,2023.06.05 17:00,1,-10,14,0,-23,2,2,9,1,10,5,1,21,-8,0,15,161,0,45,40,0,28,35,4,52,-8,6,24,18,2,9,30,18,40,31,0,0,20,4,15,3,10,4,-24,23,4U,U,4U,4U
Retail Sales,2023.06.06 12:00,0,-18,6,4,-8,4,0,2,27,5,-5,0,4,0,8,6,8,2,8,1,2,3,-6,1,0,-15,3,8,5,2,2,9,0,11,-6,1,0,-7,7,1,-12,10,1,-8,2,N,N,N,N
Gross Domestic Product s.a.,2023.06.08 12:00,3,-11,1,3,1,1,0,29,0,7,-13,1,8,2,1,2,0,3,0,7,2,4,13,4,9,-3,0,0,42,4,6,7,9,0,-12,1,0,-34,0,1,-26,0,7,-3,1,N,N,N,N
Harmonized Index of Consumer Prices,2023.06.13 09:00,1,22,2,0,-17,9,1,-30,0,0,-16,6,1,-21,5,20,48,17,15,-9,5,8,8,6,7,5,1,3,6,2,1,9,7,12,5,2,2,16,4,3,19,1,6,-8,4,U,U,U,U
Consumer Price Index ex Food & Energy,2023.06.13 15:30,3,-20,0,0,-18,2,3,19,1,10,-21,0,12,-5,0,23,161,151,64,21,51,57,-26,2,4,-11,40,9,60,12,10,30,29,16,5,10,1,-60,19,13,-28,1,23,-12,11,3U|D,U,3U|D,3U|D
FOMC Economic Projections,2023.06.14 21:00,0,5,4,5,1,6,8,-1,0,3,15,4,6,-25,2,0,-319,4,0,29,107,57,-119,12,0,40,68,7,-27,15,1,-41,17,0,-56,6,27,4,20,10,0,46,0,45,38,6D,D,6D,6D
FOMC Press Conference,2023.06.14 21:30,1,-26,5,1,18,16,27,-22,1,2,19,12,18,13,1,0,24,9,5,-39,21,2,40,25,47,30,10,0,-49,29,7,76,0,1,51,0,47,-8,28,6,37,17,9,-41,8,2U,U,2U,2U
ECB Main Refinancing Operations Rate,2023.06.15 15:15,3,18,3,1,17,2,3,25,4,7,37,2,6,5,10,60,105,40,42,77,22,13,-41,0,1,-6,53,6,19,9,0,-31,17,8,5,35,29,-5,15,13,41,0,11,39,14,2U,U,2U,2U
Retail Sales,2023.06.15 15:30,1,0,38,13,-4,2,3,14,6,2,5,9,0,-10,9,43,52,64,12,99,19,11,45,31,17,74,21,1,-50,30,1,18,26,15,-21,5,4,-2,27,34,15,12,21,-23,10,2U,U,2U,2U
ECB Press Conference,2023.06.15 15:45,5,59,5,18,11,16,13,4,14,14,-31,9,5,28,8,3,16,9,4,16,7,1,-22,13,19,-2,6,20,-65,0,18,-29,0,1,-5,47,4,-29,13,2,-86,4,42,20,19,2D,D,2D,2D
Michigan Consumer Sentiment Index,2023.06.16 17:00,0,7,6,10,9,1,0,-6,9,12,18,3,2,-7,24,27,57,25,10,9,39,15,-33,24,6,65,0,11,18,1,13,-88,0,0,-32,23,0,-48,8,23,1,4,13,-1,16,U|D,U,U|D,U|D
Fed's Chair Powell testifies,2023.06.21 17:00,14,8,1,5,35,5,8,-21,9,1,-14,0,0,1,11,4,-26,6,0,11,6,2,-4,10,0,7,8,3,-9,10,10,21,9,0,-8,8,5,-15,11,3,-4,9,8,12,11,N,N,N,N
Fed's Chair Powell testifies,2023.06.22 17:00,6,3,12,0,-4,8,5,14,0,5,-8,0,6,-23,0,0,-20,4,7,29,1,0,-12,9,0,8,9,0,-8,6,18,-9,0,0,-1,38,10,11,5,4,10,1,3,10,5,N,N,N,N
ECB's President Lagarde speech,2023.06.23 10:00,1,-5,0,0,-4,10,19,4,0,0,-18,8,1,3,5,2,-15,16,10,0,4,5,21,3,9,10,0,6,-11,1,4,6,0,3,-3,5,0,-24,0,6,-11,1,5,23,0,N,N,N,N
HCOB Composite PMI,2023.06.23 10:30,0,-9,20,2,0,28,0,-55,5,22,0,5,11,15,8,0,-162,73,31,12,61,0,39,56,21,16,10,14,-10,31,0,27,24,7,-26,8,16,2,5,17,9,20,0,-69,0,2D,D,2D,2D
